DISPUTE.id,DISPUTE.title,DISPUTE.economic_sector,DISPUTE.case_respondent,DISPUTE.amount_of_damages,DISPUTE.case_law_text,DISPUTE.case_treaties_tid,DISPUTE.case_claimant,DISPUTE.arbitration_rules,DISPUTE.outcome,DISPUTE.case_treaties,DISPUTE.case_country,DISPUTE.icsid_caseno
577,"Invesmart v. Czech Republic, UNCITRAL",,CZE,,Czech Republic-Netherlands BIT,212.0,Invesmart,UNCITRAL,,Czech Republic-Netherlands BIT,,
1972,"Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L. v. Kingdom of Spain, ICSID Case No. ARB/12/17",,ESP,,Spain-Venezuela BIT,610.0,"Inversión y Gestión de Bienes,, IGB18 Las Rozas, S.L., IGB, S.L.",ICSID,,Spain-Venezuela BIT,,ARB/12/17
1898,"InterTrade Holding GmbH v. The Czech Republic, UNCITRAL, PCA Case No. 2009-12",,CZE,,Czech Republic-Germany BIT,149.0,InterTrade Holding GmbH,UNCITRAL,,Czech Republic-Germany BIT,,2009-12
1492,Intersema Bau AG v. Libya (UNCITRAL),,LBY,,Libya-Switzerland BIT,783.0,Intersema Bau AG,UNCITRAL,,Libya-Switzerland BIT,,
3379,"Interocean Oil Development Company and Interocean Oil Exploration Company v. Federal Republic of Nigeria, ICSID Case No. ARB/13/20","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Pending,,,ARB/13/20
3381,"International Trust Company of Liberia v. Republic of Liberia, ICSID Case No. ARB/98/3",Transportation and storage,,,,,,ICSID,Discontinued,,,ARB/98/3
567,"International Quantum Resources Limited, Frontier SPRL et Compagnie Minière de Sakania SPRL v. République démocratique du Congo, ICSID Case No. ARB/10/21",,COD,,,,"International Quantum Resources Limited, Frontier SPRL, Compagnie Minière de Sakania SPRL",ICSID,,,,ARB/10/21
2112,"International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/09/13",,JOR,,Jordan-Kuwait BIT,931.0,International Company for Railway Systems (ICRS),ICSID,,Jordan-Kuwait BIT,,ARB/09/13
3389,"Inter Nexus Consulting Services, S.L. v. United Mexican States",,,,,,,,,,,
565,"Inmaris Perestroika Sailing Maritime Services GmbH and Others v. Ukraine, ICSID Case No. ARB/08/8",,UKR,,Germany-Ukraine BIT,333.0,Inmaris Perestroika Sailing Maritime Services GmbH,ICSID,,Germany-Ukraine BIT,,ARB/08/8
2258,"Infinito Gold Ltd. v. Costa Rica, ICSID Case No. ARB/14/5",,CRI,,Canada-Costa Rica BIT,96.0,Infinito Gold Ltd.,ICSID,,Canada-Costa Rica BIT,,ARB/14/5
2297,"Indorama International Finance Limited v. Arab Republic of Egypt, ICSID Case No. ARB/11/32",Manufacturing,EGY,"US $54,000,000",Egypt-United Kingdom BIT,396.0,Indorama International Finance Limited,ICSID,Discontinued,Egypt-United Kingdom BIT,,ARB/11/32
562,"Inceysa Vallisoletana S.L. v. Republic of El Salvador, ICSID Case No. ARB/03/26",,SLV,,El Salvador-Spain BIT,378.0,Inceysa Vallisoletana S.L.,ICSID,,El Salvador-Spain BIT,,ARB/03/26
2123,"Impresa Grassetto S. p. A., in liquidation v. Republic of Slovenia, ICSID Case No. ARB/13/10",,SVN,,,935.0,Impresa Grassetto S. p. A.,ICSID,,Italy-Slovenia BIT,,ARB/13/10
571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL",Other service activities,MEX,,NAFTA,11.0,International Thunderbird Gaming Corporation,UNCITRAL,In favour of State,NAFTA,,
556,"Impregilo S.p.A. v. Islamic Republic of Pakistan, ICSID Case No. ARB/03/3",,PAK,,Italy-Pakistan BIT,377.0,Impregilo S.p.A.,ICSID,,Italy-Pakistan BIT,,ARB/03/3
554,"Impregilo S.p.A. v. Argentine Republic, ICSID Case No. ARB/07/17",,ARG,,Argentina-Italy BIT,36.0,Impregilo S.p.A.,ICSID,,Argentina-Italy BIT,,ARB/07/17
3958,"Hydro S.r.l. and others v. Republic of Albania, ICSID Case No. ARB/15/28","Electricity, gas, steam and air conditioning supply",,,BIT Albania - Italy 1991 (Italian),2679.0,,ICSID,,BIT Albania - Italy 1991,,ARB/15/28
3062,"Hupacasath First Nation v. Canada (Minister of Foreign Affairs), Challenge to Canada-China FIPA in Federal Court of Canada",,CAN,,,959.0,Hupacasath First Nation,,,Canada-China BIT,CAN,
544,"Hulley Enterprises Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 226",,RUS,,Energy Charter Treaty (ECT),59.0,Hulley Enterprises Limited (Cyprus),UNCITRAL,,Energy Charter Treaty (ECT),,AA 226
3597,"I&I Beheer B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/05/4",Financial and insurance activities,,,,2284.0,,ICSID,Discontinued,Netherlands - Venezuela BIT,,ARB/05/4
551,"ICS Inspection and Control Services Limited (United Kingdom) v. The Republic of Argentina, UNCITRAL, PCA Case No. 2010-9",,ARG,,Argentina-United Kingdom BIT,119.0,ICS Inspection and Control Services Limited (United Kingdom),UNCITRAL,,Argentina-United Kingdom BIT,,2010-9
3598,"I&I Beheer B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/05/4",Financial and insurance activities,,,,2287.0,,ICSID,Discontinued,Netherlands - Venezuela BIT,,ARB/05/4
546,"IBM World Trade Corporation v. República del Ecuador, ICSID Case No. ARB/02/10",,ECU,,Ecuador-United States BIT,172.0,IBM World Trade Corporation,ICSID,,Ecuador-United States BIT,,ARB/02/10
1518,"Iberdrola Energía S.A. v. Republic of Guatemala, ICSID Case No. ARB/09/5",,GTM,,Guatemala-Spain BIT,796.0,Iberdrola Energía S.A.,ICSID,,Guatemala-Spain BIT,,ARB/09/5
3242,"Hrvatska Elektroprivreda d.d. v. Republic of Slovenia, ICSID Case No. ARB/05/24","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty (ECT),59.0,,ICSID,Pending,Energy Charter Treaty (ECT),,ARB/05/24
3109,"Hortensia Margarita Shortt v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/30",Transportation and storage,VEN,,United Kingdom-Venezuela BIT,1041.0,Hortensia Margarita Shortt,ICSID,Discontinued,United Kingdom-Venezuela BIT,,ARB/11/30
3391,"Holiday Inns S.A. and others v. Morocco, ICSID Case No. ARB/72/1",Other service activities,,,,,,ICSID,Settled,,,ARB/72/1
3650,"Holcim Limited, Holderfin B.V. and Caricement B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/09/3",Construction,,,Venezuela-Switzerland BIT,2324.0,,ICSID,Pending,Venezuela-Switzerland BIT,,ARB/09/3
538,"Hochtief AG v. The Argentine Republic, ICSID Case No. ARB/07/31",,ARG,,Argentina-Germany BIT,369.0,Hochtief AG,ICSID,,Argentina-Germany BIT,,ARB/07/31
2250,"Highbury International AVV and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/1",,VEN,,Netherlands-Venezuela BIT,192.0,"Highbury International AVV, Ramstein Trading Inc.",ICSID,,Netherlands-Venezuela BIT,,ARB/11/1
2558,"Highbury International AVV, Compañía Minera de Bajo Caroní AVV, and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/14/10",,VEN,,Netherlands-Venezuela BIT,192.0,"Highbury International AVV, Compañia Minera de Bajo Caroní AVV, Ramstein Trading Inc.",ICSID,,Netherlands-Venezuela BIT,,ARB/14/10
534,"HICEE B.V. v. The Slovak Republic, UNCITRAL, PCA Case No. 2009-11",,SVK,,Netherlands-Slovak Repubic BIT,383.0,HICEE B.V.,UNCITRAL,,Netherlands-Slovak Repubic BIT,,2009-11
3436,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd. v. People's Republic of Bangladesh, ICSID Case No. ARB/06/10","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,In favour of Investor,,,ARB/06/10
529,"Helnan International Hotels A/S v. Arab Republic of Egypt, ICSID Case No. ARB/05/19",,EGY,,Denmark-Egypt BIT,364.0,Helnan International Hotels A/S,ICSID,,Denmark-Egypt BIT,,ARB/05/19
4263,"Hardy Exploration and Production (India) Inc. v. Government of India, Ministry of Petroleum and Natural Gas, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,"US $74,000,000",,,,UNCITRAL,In favour of Investor,,,
527,"Gustav F W Hamester GmbH & Co KG v. Republic of Ghana, ICSID Case No. ARB/07/24",,GHA,,Germany-Ghana BIT,362.0,Gustav F W Hamester GmbH & Co KG,ICSID,,Germany-Ghana BIT,,ARB/07/24
2062,"Joseph Houben v. Republic of Burundi, ICSID Case No. ARB/13/7",,BDI,,Belgium-Burundi BIT,911.0,Houben,ICSID,,Belgium-Burundi BIT,,ARB/13/7
1968,"Grupo Francisco Hernando Contreras v. Republic of Equatorial Guinea, ICSID Case No. ARB(AF)/12/2",,GNQ,,,948.0,Grupo Francisco Hernando Contreras,ICSID,,Equatorial Guinea-Spain BIT,,ARB(AF)/12/2
3568,"Guadalupe Gas Products Corporation v. Nigeria, ICSID Case No. ARB/78/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,,ARB/78/1
4209,"Gujarat State Petroleum Corporation Limited, Alkor Petroo Limited, and Western Drilling Constructors Private Limited v. the Republic of Yemen and the Yemen Ministry of Oil and Minerals, ICC Arbitration No. 19299/MCP","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICC,,,,
937,"Rachel S. Grynberg, Stephen M. Grynberg, Miriam Z. Grynberg and RSM Production Company v. Grenada, ICSID Case No. ARB/10/6",,GRD,,Grenada-United States BIT,533.0,"Grynberg, RSM Production Company",ICSID,,Grenada-United States BIT,,ARB/10/6
518,"Guaracachi America, Inc. and Rurelec PLC v. The Plurinational State of Bolivia, UNCITRAL, PCA Case No. 2011-17",,BOL,,Bolivia-United Kingdom BIT,358.0,"Guaracachi America, Inc., Rurelec PLC",UNCITRAL,,Bolivia-United Kingdom BIT,,2011-17
1970,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd v. Macedonia, former Yugoslav Republic of, ICSID Case No. ARB/12/31",,MKD,,Netherlands-Macedonia BIT,1182.0,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd",ICSID,,Netherlands-Macedonia BIT,,ARB/12/31
515,"Philippe Gruslin v. Malaysia, ICSID Case No. ARB/99/3",,MYS,,Belgium-Luxembourg-Malaysia BIT,354.0,Gruslin,ICSID,,Belgium-Luxembourg-Malaysia BIT,,ARB/99/3
3895,Grupo Francisco Hernando Contreras v Equatorial Guinea,Construction,,,Spain-Equatorial Guinea Bilateral Investment Treaty (Spanish),2554.0,,,In favour of State,Spain-Equatorial Guinea Bilateral Investment Treaty,,
3879,"Gramercy Funds Management LLC, Gramercy Peru Holdings LLC, Gramercy Investment Advisors LLC and Gramercy Advisors LLC v. the Republic of Peru",Financial and insurance activities,,,,2539.0,,,,US-Peru Trade Promotion Agreement,,
1460,"H&H Enterprises Investments, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB 09/15","Arts, entertainment and recreation",EGY,,Egypt-United States BIT,70.0,"H&H Enterprises Investments, Inc.",ICSID,In favour of State,Egypt-United States BIT,,ARB/09/15
3392,"GRAD Associates, P.A. v. Bolivarian Republic of Venezuela, Case No. ARB/00/3",,,,,,,,Discontinued,,,ARB/00/3
2626,Grand Torg SRL v. Moldova,,MDA,,Moldova-Russian Federation BIT,157.0,Grand Torg SRL,SCC,,Moldova-Russian Federation BIT,,
3641,"Global Gold Mining LLC v. Republic of Armenia, ICSID Case No. ARB/07/7","Mining and quarrying, including hydrocarbons (oil and gas)",,,Armenia-United States BIT,604.0,,ICSID,Settled,Armenia-United States BIT,,ARB/07/7
2727,"Gold Reserve Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/09/1",,VEN,"US $760,000,000",Canada-Venezuela BIT,467.0,Gold Reserve Inc.,ICSID Additional Facility,,Canada-Venezuela BIT,,ARB(AF)/09/1
506,"Global Trading Resource Corp. and Globex International, Inc. v. Ukraine, ICSID Case No. ARB/09/11",,UKR,,Ukraine-United States BIT,337.0,Global Trading Resource Corp.,ICSID,,Ukraine-United States BIT,,ARB/09/11
478,"GEA Group Aktiengesellschaft v. Ukraine, ICSID Case No. ARB/08/16",,UKR,,Germany-Ukraine BIT,333.0,GEA Group Aktiengesellschaft,ICSID,,Germany-Ukraine BIT,,ARB/08/16
1490,"Getma International and others v. Republic of Guinea, ICSID Case No. ARB/11/29",,GIN,,,,Getma International,ICSID,,,,ARB/11/29
3394,"Ghaith R. Pharaon v. Republic of Tunisia, ICSID Case No. ARB/86/1",Other service activities,,,,,,ICSID,Settled,,,ARB/86/1
480,"Gemplus S.A., SLP S.A., Gemplus Industrial S.A. de C.V. v. The United Mexican States, ICSID Case No. ARB(AF)/04/3",,MEX,,Argentina-Mexico BIT,334.0,"Gemplus S.A., SLP S.A.",ICSID Additional Facility,,Argentina-Mexico BIT,,ARB(AF)/04/3
482,"Generation Ukraine, Inc. v. Ukraine, ICSID Case No. ARB/00/9",,UKR,,Ukraine-United States BIT,337.0,"Generation Ukraine, Inc.",ICSID,,Ukraine-United States BIT,,ARB/00/9
1964,"Gelsenwasser AG v. People's Democratic Republic of Algeria, ICSID Case No. ARB/12/32",,DZA,,,876.0,Gelsenwasser AG,ICSID,,Algeria-Germany BIT,,ARB/12/32
1966,"Georg Gavrilovic and Gavrilovic d.o.o. v. Republic of Croatia, ICSID Case No. ARB/12/39",,HRV,,Austria-Croatia BIT,53.0,Gavrilovic,ICSID,,Austria-Croatia BIT,,ARB/12/39
2026,"Marco Gavazzi and Stefano Gavazzi v. Romania, ICSID Case No. ARB/12/25",,ROU,,Italy-Romania BIT,888.0,Gavazzi,ICSID,,Italy-Romania BIT,,ARB/12/25
476,"Gas Natural SDG, S.A. v. The Argentine Republic, ICSID Case No. ARB/03/10",,ARG,,Argentina-Spain BIT,332.0,"Gas Natural SDG, S.A.",ICSID,,Argentina-Spain BIT,,ARB/03/10
2176,"Garanti Koza LLP v. Turkmenistan, ICSID Case No. ARB/11/20",,TKM,,Turkmenistan-United Kingdom BIT,946.0,Garanti Koza LLP,ICSID,,Turkmenistan-United Kingdom BIT,,ARB/11/20
474,"Gami Investments, Inc. v. The Government of the United Mexican States, UNCITRAL",,MEX,,NAFTA,11.0,"Gami Investments, Inc.",UNCITRAL,,NAFTA,,
467,"Bernardus Henricus Funnekotter and others v. Republic of Zimbabwe, ICSID Case No. ARB/05/6",,ZWE,,Netherlands-Zimbabwe BIT,321.0,Funnekotter,ICSID,,Netherlands-Zimbabwe BIT,,ARB/05/6
3636,"Government of the Province of East Kalimantan v. PT Kaltim Prima Coal and others, ICSID Case No. ARB/07/3","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,In favour of Investor,,,ARB/07/3
464,"Ron Fuchs v. The Republic of Georgia, ICSID Case No. ARB/07/15",,GEO,,Georgia-Israel BIT,316.0,Fuchs,ICSID,,Georgia-Israel BIT,,ARB/07/15
459,"Frontier Petroleum Services Ltd. v. The Czech Republic, UNCITRAL",,CZE,,Canada-Czech Republic BIT,313.0,Frontier Petroleum Services Ltd.,UNCITRAL,,Canada-Czech Republic BIT,,
2852,"Fraport AG Frankfurt Airport Services Worldwide v. Republic of the Philippines, ICSID Case No. ARB/11/12",,PHL,,Germany-Philippines BIT,308.0,Fraport AG Frankfurt Airport Services Worldwide,ICSID,,Germany-Philippines BIT,,ARB/11/12
456,"Fraport AG Frankfurt Airport Services Worldwide v. The Republic of the Philippines, ICSID Case No. ARB/03/25",,PHL,,Germany-Philippines BIT,308.0,Fraport AG Frankfurt Airport Services Worldwide,ICSID,,Germany-Philippines BIT,,ARB/03/25
3594,"France Telecom S.A. v. Argentine Republic, ICSID Case No. ARB/04/18",Information and communication,,,Argentina-France BIT,234.0,,ICSID,Settled,Argentina-France BIT,,ARB/04/18
452,"France Telecom v. Lebanon, UNCITRAL",,LBN,,France-Lebanon BIT,306.0,France Telecom,UNCITRAL,,France-Lebanon BIT,,
2850,"Forminster Enterprises Limited (Cyprus) v. Czech Republic, UNCITRAL",,CZE,,Czech Republic-Cyprus BIT,1136.0,Forminster Enterprises Limited (Cyprus),UNCITRAL,,Czech Republic-Cyprus BIT,,
446,"Piero Foresti, Laura de Carli & Others v. The Republic of South Africa, ICSID Case No. ARB(AF)/07/01",,ZAF,,Belgium-Luxembourg-South Africa BIT,303.0,"Foresti, Carli",ICSID Additional Facility,,Belgium-Luxembourg-South Africa BIT,,ARB(AF)/07/1
443,"Fireman's Fund Insurance Company v. The United Mexican States, ICSID Case No. ARB(AF)/02/1",,MEX,,NAFTA,11.0,Fireman's Fund Insurance Company,ICSID Additional Facility,,NAFTA,,ARB(AF)/02/1
469,"F-W Oil Interests, Inc. v. The Republic of Trinidad and Tobago, ICSID Case No. ARB/01/14",,TTO,,Trinidad and Tobago-United States BIT,325.0,"F-W Oil Interests, Inc.",ICSID,,Trinidad and Tobago-United States BIT,,ARB/01/14
432,"Fedax N.V. v. The Republic of Venezuela, ICSID Case No. ARB/96/3",,VEN,,Netherlands-Venezuela BIT,192.0,Fedax N.V.,ICSID,,Netherlands-Venezuela BIT,,ARB/96/3
429,"Saba Fakes v. Republic of Turkey, ICSID Case No. ARB/07/20",,TUR,,Netherlands-Turkey BIT,294.0,Fakes,ICSID,,Netherlands-Turkey BIT,,ARB/07/20
435,"Marvin Roy Feldman Karpa v. United Mexican States, ICSID Case No. ARB(AF)/99/1 (also known as Marvin Feldman v. Mexico)",,MEX,,NAFTA,11.0,Feldman,ICSID Additional Facility,,NAFTA,,ARB(AF)/99/1
1524,"Flughafen Zürich A.G. and Gestión e Ingenería IDC S.A. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/10/19",,VEN,,Switzerland-Venezuela BIT,799.0,"Flughafen Zürich A.G., Gestión e Ingenería IDC S.A.",ICSID,,Switzerland-Venezuela BIT,,ARB/10/19
1941,"Fábrica de Vidrios Los Andes, C.A. and Owens-Illinois de Venezuela, C.A. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/21",,VEN,,,871.0,"Fábrica de Vidrios Los Andes, C.A. , Owens-Illinois de Venezuela, C.A.",ICSID,,United States-Venezuela BIT,,ARB/12/21
3632,"Fondel Metal Participations B.V. v. Republic of Azerbaijan, ICSID Case No. ARB/07/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,,ARB/07/1
2171,"EVN AG v. Republic of Bulgaria, ICSID Case No. ARB/13/17",,BGR,,Austria-Bulgaria BIT,941.0,EVN AG,ICSID,,Austria-Bulgaria BIT,,ARB/13/17
427,"EVN AG v. The former Yugoslav Republic of Macedonia, ICSID Case No. ARB/09/10",,MKD,,Austria-Macedonia (former Yugoslav Republic of Macedonia) BIT,292.0,EVN AG,ICSID,,Austria-Macedonia (former Yugoslav Republic of Macedonia) BIT,,ARB/09/10
487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",USA,,NAFTA,11.0,"Glamis Gold, Ltd.",UNCITRAL,In favour of State,NAFTA,,
4224,"Everest Estate LLC et al. v. The Russian Federation, PCA Case No. 2015-36",Real estate activities,,,Russian Federation - Ukraine BIT (1998),2475.0,,UNCITRAL,,Russian Federation - Ukraine BIT,,2015-36
423,"European Media Ventures SA v. The Czech Republic, UNCITRAL",,CZE,,Belgium-Luxembourg-Czech Republic BIT,291.0,European Media Ventures SA,UNCITRAL,,Belgium-Luxembourg-Czech Republic BIT,,
1706,"European American Investment Bank AG (EURAM) v. Slovak Republic, UNCITRAL",,SVK,,Austria-Slovak Republic BIT,116.0,European American Investment Bank AG (EURAM),UNCITRAL,,Austria-Slovak Republic BIT,,
421,"Europe Cement Investment & Trade S.A. v. Republic of Turkey, ICSID Case No. ARB(AF)/07/2",,TUR,,Energy Charter Treaty (ECT),59.0,Europe Cement Investment & Trade S.A.,ICSID Additional Facility,,Energy Charter Treaty (ECT),,ARB(AF)/07/2
3210,"EuroGas Inc. and Belmont Resources Inc. v. Slovak Republic, ICSID Case No. ARB/14/14","Mining and quarrying, including hydrocarbons (oil and gas)",,,Canada-Slovak Republic BIT,1732.0,,,Pending,Canada-Slovak Republic BIT,,ARB/14/14
4179,"Evrobalt LLC v. The Republic of Moldova, SCC Case No. 2016/082",Financial and insurance activities,,,"Moldova, Republic of - Russian Federation BIT (1998)",3215.0,,SCC,,Moldova,,2016/082
419,"EuroGas GmbH v. Slovak Republic, UNCITRAL",,SVK,,Austria-Slovak Republic BIT,116.0,EuroGas GmbH,UNCITRAL,,Austria-Slovak Republic BIT,,
412,Eureko B.V. v. Republic of Poland,,POL,,Netherlands-Poland BIT,285.0,Eureko B.V.,,,Netherlands-Poland BIT,,
409,"Ethyl Corporation v. The Government of Canada, UNCITRAL",,CAN,,NAFTA,11.0,Ethyl Corporation,UNCITRAL,,NAFTA,,
2360,"Erhas and others v. Turkmenistan, UNCITRAL",,TKM,,Turkey-Turkmenistan BIT,634.0,Erhas and others,UNCITRAL,,Turkey-Turkmenistan BIT,,
401,"Enron Corporation and Ponderosa Assets, L.P. v. Argentine Republic, ICSID Case No. ARB/01/3 (also known as: Enron Creditors Recovery Corp. and Ponderosa Assets, L.P. v. The Argentine Republic)",,ARG,,Argentina-United States BIT,179.0,"Enron Corporation, Ponderosa Assets, L.P.",ICSID,,Argentina-United States BIT,,ARB/01/3
3395,"Enrho St Limited v. Republic of Kazakhstan, ICSID Case No. ARB/02/11","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,Settled,,,ARB/02/11
3195,"Enkev Beheer B.V. v. Republic of Poland, PCA Case No. 2013-01",Real estate activities,,,Netherlands-Poland BIT,285.0,,UNCITRAL,In favour of State,Netherlands-Poland BIT,,2013-01
2579,"Energoalians TOB v. Republic of Moldova, UNCITRAL","Electricity, gas, steam and air conditioning supply",MDA,,Energy Charter Treaty (ECT),59.0,Energoalians SARL,UNCITRAL,,Energy Charter Treaty (ECT),,
393,"EnCana Corporation v. Republic of Ecuador, LCIA Case No. UN3481, UNCITRAL (formerly EnCana Corporation v. Government of the Republic of Ecuador)",,ECU,,Canada-Ecuador BIT,279.0,EnCana Corporation,UNCITRAL,,Canada-Ecuador BIT,,"UN3481, UNCITRAL"
389,"Empresas Lucchetti, S.A. and Lucchetti Peru, S.A. v. The Republic of Peru, ICSID Case No. ARB/03/4 (also known as: Industria Nacional de Alimentos, A.S. and Indalsa Perú S.A. v. The Republic of Peru)",,PER,,Chile-Peru BIT,274.0,"Empresas Lucchetti, S.A., Lucchetti Peru, S.A.",ICSID,,Chile-Peru BIT,,ARB/03/4
387,"Empresa Eléctrica del Ecuador, Inc. v. Republic of Ecuador, ICSID Case No. ARB/05/9",,ECU,,Ecuador-United States BIT,172.0,"Empresa Eléctrica del Ecuador, Inc.",ICSID,,Ecuador-United States BIT,,ARB/05/9
384,"Emmis International Holding, B.V., Emmis Radio Operating, B.V., MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft. v. The Republic of Hungary, ICSID Case No. ARB/12/2",,HUN,,Hungary-Netherlands BIT,268.0,"Emmis International Holding B.V., MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft., Emmis Radio Operating, B.V.",ICSID,,Hungary-Netherlands BIT,,ARB/12/2
1763,"Elsamex, S.A. v. Republic of Honduras, ICSID Case No. ARB/09/4",,HND,,,,"Elsamex, S.A.",ICSID,,,,ARB/09/4
380,"Electrabel S.A. v. Republic of Hungary, ICSID Case No. ARB/07/19",,HUN,,Energy Charter Treaty (ECT),59.0,Electrabel S.A.,ICSID,,Energy Charter Treaty (ECT),,ARB/07/19
1939,"Isolux Corsán Concesiones S.A. v. Republic of Peru, ICSID Case No. ARB/12/5 (formerly Elecnor S.A. and Isolux Corsán Concesiones S.A. v. Republic of Peru)",,PER,,Spain-Peru BIT,870.0,"Elecnor S.A., Isolux Corsán Concesiones S.A.",ICSID,,Spain-Peru BIT,,ARB/12/5
382,"El Paso Energy International Company v. The Argentine Republic, ICSID Case No. ARB/03/15",,ARG,,Argentina-United States BIT,179.0,El Paso Energy International Company,ICSID,,Argentina-United States BIT,,ARB/03/15
3324,"SEDITEX Engineering Beratungsgesellschaft für die Textilindustrie m.b.H. v. Democratic Republic of Madagascar, ICSID Case No. Conco/82/1",Other service activities,,,,,,ICSID,Settled,,,CONC/82/1
3766,"EDF International S.A. v. Republic of Hungary, UNCITRAL","Electricity, gas, steam and air conditioning supply",,"US $100,000,000",,59.0,,UNCITRAL,In favour of Investor,Energy Charter Treaty (ECT),,
372,"EDF International S.A., SAUR International S.A. and León Participaciones Argentinas S.A. v. Argentine Republic, ICSID Case No. ARB/03/23",,ARG,,Argentina-Belgium-Luxembourg BIT,176.0,"EDF International S.A., SAUR International S.A. , León Participaciones Argentinas S.A.",ICSID,,Argentina-Belgium-Luxembourg BIT,,ARB/03/23
375,"EDF (Services) Limited v. Romania, ICSID Case No. ARB/05/13",,ROU,,Romania-United Kingdom BIT,266.0,EDF (Services) Limited,ICSID,,Romania-United Kingdom BIT,,ARB/05/13
3638,"Eni Dación B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/4","Mining and quarrying, including hydrocarbons (oil and gas)",,,Netherlands-Venezuela BIT,192.0,,ICSID,Settled,Netherlands-Venezuela BIT,,ARB/07/4
3583,"Ed. Züblin AG v. Kingdom of Saudi Arabia, ICSID Case No. ARB/03/1",Construction,,,Saudi Arabia - Germany BIT,2272.0,,ICSID,Settled,Saudi Arabia - Germany BIT,,ARB/03/1
2264,"ECE Projektmanagement v. The Czech Republic, UNCITRAL, PCA Case No. 2010-5",,CZE,,Czech Republic-Germany BIT,149.0,ECE Projektmanagement,UNCITRAL,,Czech Republic-Germany BIT,,2010-5
368,"Eastern Sugar B.V. (Netherlands) v. The Czech Republic, SCC Case No. 088/2004",,CZE,,Czech Republic-Netherlands BIT,212.0,Eastern Sugar B.V. (Netherlands),UNCITRAL,,Czech Republic-Netherlands BIT,,088/2004
366,"East Cement for Investment Company v. Poland, ICC",,POL,,Jordan-Poland BIT,261.0,East Cement for Investment Company,ICC,,Jordan-Poland BIT,,
3648,"E.T.I. Euro Telecom International N.V. v. Plurinational State of Bolivia, ICSID Case No. ARB/07/28",Information and communication,,,Bolivia-Netherlands BIT,66.0,,ICSID,Discontinued,Bolivia-Netherlands BIT,,ARB/07/28
3024,Dunkeld International Investments Ltd. v. Belize,,BLZ,,,166.0,Dunkeld International Investments Ltd.,,,Belize-United Kingdom BIT,BLZ,
2235,"Edenred S.A. v. Hungary, ICSID Case No. ARB/13/21",Other service activities,HUN,"US $23,000,000",France-Hungary BIT,968.0,Edenred S.A.,ICSID,In favour of Investor,France-Hungary BIT,,ARB/13/21
362,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 2), PCA Case No. 2010-21, UNCITRAL",,BLZ,,Belize-United Kingdom BIT,166.0,Dunkeld International Investment Ltd.,UNCITRAL,,Belize-United Kingdom BIT,,"2010-21, UNCITRAL"
361,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 1), PCA Case No. 2010-13, UNCITRAL",,BLZ,,Belize-United Kingdom BIT,166.0,Dunkeld International Investment Ltd.,UNCITRAL,,Belize-United Kingdom BIT,,"2010-13, UNCITRAL"
3399,"Duke Energy International Peru Investments No. 1 Ltd. v. Republic of Peru, ICSID Case No. ARB/03/28","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,In favour of Investor,,,ARB/03/28
