id,document_id,symbol,title,title_en,title_fr,title_sp,date,derestricted_date,pages_en,pages_fr,pages_sp,status,collection,access_level,contents,dispute.code,doctype.name,document_reporttype.reporttype.name,document_product.product.name,document_url.url
44321,00-3353,WT/DS135/R,,European Communities - Measures Affecting Asbestos and Asbestos-Containing Products - Report of the Panel,Communautés européennes - Mesures affectant l'amiante et les produits en contenant - Rapport du Groupe spécial,Comunidades Europeas - Medidas que afectan al amianto y a los productos que contienen amianto -  Informe del Grupo Especial,2000-09-18 00:00:00.000000,,473,525,572,Complete,WT,Public,"Short title: EC - Asbestos.
Introduction. Factual aspects: Basic data concerning asbestos, Decree No. 96-1133 of 24 December 1996 Banning Asbestos. Arguments of the Parties: Claims by the Parties, Factual arguments.  Legal arguments.  Arguments presented by Third parties: Brazil, United States, Zimbabwe.  Panel's consultations with scientific experts: Determination of the procedure, Selection of experts, Questions by the Panel and comments by the scientific experts.  Comments by the parties on the responses from the experts, Supplementary remarks from Dr. Henderson.  Submissions from non-governmental organizations.  Interim review: Introduction, Comments by Canada, Comments by the European Communities.  Findings: Summary of the facts at the origin of this dispute and claims by the parties, Issues on which the panel had to take a position during the procedure, Order in which the panel examined the claims, Applicability of the TBT Agreement to the Decree.   Application of the GATT 1994 to the Decree.  Allegation of nullification or impairment of a benefit under Article XXIII:1(b) of the GATT 1994.  Conclusions ",DS135,Panel report,Normal Report,asbestos,https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=44321&filename=Q/WT/DS/135R-02.pdf
28293,00-2170,WT/DS139/AB/R ; WT/DS142/AB/R,,Canada - Certain Measures Affecting the Automotive Industry - AB-2000-2 - Report of the Appellate Body,Canada - Certaines mesures concernant l'industrie automobile - AB-2000-2 - Rapport de l'Organe d'appel,Canadá - Determinadas medidas que afectan a la industria del automóvil - AB-2000-2 - Informe del Órgano de Apelación,2000-05-31 00:00:00.000000,,66,76,76,Complete,WT,Public,Short title: Canada - Autos. Introduction. The measures and its background. Arguments of the participants and third participants: Claims of error by Canada - Appellant. Arguments by the European Communities - Appellee. Arguments by Japan - Appellee. Claims of error by the European Communities - Appellant. Claims of error by Japan - Appellant. Arguments by Canada - Appellee. Third participants: Korea and the United States. Issues raised in this Appeal. Article I.1 of the GATT 1994. Article 3.1.a of the SCM Agreement. Article 3.1.a of the SCM Agreement - European Communities' claim regarding CVA requirements. Article 3.1.b of the SCM Agreement. Article I.1 and Article II.1 of the GATS. Findings and conclusions.,DS139,Appellate Body report,Normal Report,components (motor vehicles),https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/28293/Q/WT/DS/139ABR.pdf
28293,00-2170,WT/DS139/AB/R ; WT/DS142/AB/R,,Canada - Certain Measures Affecting the Automotive Industry - AB-2000-2 - Report of the Appellate Body,Canada - Certaines mesures concernant l'industrie automobile - AB-2000-2 - Rapport de l'Organe d'appel,Canadá - Determinadas medidas que afectan a la industria del automóvil - AB-2000-2 - Informe del Órgano de Apelación,2000-05-31 00:00:00.000000,,66,76,76,Complete,WT,Public,Short title: Canada - Autos. Introduction. The measures and its background. Arguments of the participants and third participants: Claims of error by Canada - Appellant. Arguments by the European Communities - Appellee. Arguments by Japan - Appellee. Claims of error by the European Communities - Appellant. Claims of error by Japan - Appellant. Arguments by Canada - Appellee. Third participants: Korea and the United States. Issues raised in this Appeal. Article I.1 of the GATT 1994. Article 3.1.a of the SCM Agreement. Article 3.1.a of the SCM Agreement - European Communities' claim regarding CVA requirements. Article 3.1.b of the SCM Agreement. Article I.1 and Article II.1 of the GATS. Findings and conclusions.,DS142,Appellate Body report,Normal Report,components (motor vehicles),https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/28293/Q/WT/DS/139ABR.pdf
28293,00-2170,WT/DS139/AB/R ; WT/DS142/AB/R,,Canada - Certain Measures Affecting the Automotive Industry - AB-2000-2 - Report of the Appellate Body,Canada - Certaines mesures concernant l'industrie automobile - AB-2000-2 - Rapport de l'Organe d'appel,Canadá - Determinadas medidas que afectan a la industria del automóvil - AB-2000-2 - Informe del Órgano de Apelación,2000-05-31 00:00:00.000000,,66,76,76,Complete,WT,Public,Short title: Canada - Autos. Introduction. The measures and its background. Arguments of the participants and third participants: Claims of error by Canada - Appellant. Arguments by the European Communities - Appellee. Arguments by Japan - Appellee. Claims of error by the European Communities - Appellant. Claims of error by Japan - Appellant. Arguments by Canada - Appellee. Third participants: Korea and the United States. Issues raised in this Appeal. Article I.1 of the GATT 1994. Article 3.1.a of the SCM Agreement. Article 3.1.a of the SCM Agreement - European Communities' claim regarding CVA requirements. Article 3.1.b of the SCM Agreement. Article I.1 and Article II.1 of the GATS. Findings and conclusions.,DS139,Appellate Body report,Normal Report,automobiles,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/28293/Q/WT/DS/139ABR.pdf
28293,00-2170,WT/DS139/AB/R ; WT/DS142/AB/R,,Canada - Certain Measures Affecting the Automotive Industry - AB-2000-2 - Report of the Appellate Body,Canada - Certaines mesures concernant l'industrie automobile - AB-2000-2 - Rapport de l'Organe d'appel,Canadá - Determinadas medidas que afectan a la industria del automóvil - AB-2000-2 - Informe del Órgano de Apelación,2000-05-31 00:00:00.000000,,66,76,76,Complete,WT,Public,Short title: Canada - Autos. Introduction. The measures and its background. Arguments of the participants and third participants: Claims of error by Canada - Appellant. Arguments by the European Communities - Appellee. Arguments by Japan - Appellee. Claims of error by the European Communities - Appellant. Claims of error by Japan - Appellant. Arguments by Canada - Appellee. Third participants: Korea and the United States. Issues raised in this Appeal. Article I.1 of the GATT 1994. Article 3.1.a of the SCM Agreement. Article 3.1.a of the SCM Agreement - European Communities' claim regarding CVA requirements. Article 3.1.b of the SCM Agreement. Article I.1 and Article II.1 of the GATS. Findings and conclusions.,DS142,Appellate Body report,Normal Report,automobiles,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/28293/Q/WT/DS/139ABR.pdf
14292,03-1917,WT/DS141/AB/RW,,European Communities - Anti-Dumping Duties on Imports of Cotton-Type Bed Linen from India - Recourse to Article 21.5 of the DSU by India - AB-2003-1 - Report of the Appellate Body,Communautés européennes - Droits antidumping sur les importations de linge de lit en coton en provenance d'Inde - Recours de l'Inde à l'article 21:5 du Mémorandum d'Accord sur le règlement des différends - AB-2003-1 - Rapport de l'Organe d'appel,Comunidades Europeas - Derechos antidumping sobre las importaciones de ropa de cama de algodón originarias de la India - Recurso de la India al Párrafo 5 del Artículo 21 del ESD - AB-2003-1 - Informe del Órgano de Apelación,2003-04-08 00:00:00.000000,,82,93,93,Complete,WT,Public,Short title: EC - Bed Linen. I. Introduction. II. Arguments of the Participants and the Third Participants. A. Claims of Error by India - Appellant.  B. Arguments of the European Communities - Appellee. C. Arguments of the Third Participants. III. Issues Raised in this Appeal.  IV. Article 21.5 of the DSU. A. Introduction. B. Analysis. V.	Paragraphs 1 and 2 of Article 3 of the  Anti-Dumping Agreement	.  A. Introduction. B. Analysis. VI.	Article 17.6 of the  Anti-Dumping Agreement  and Article 11 of the DSU. A. Introduction. B. Analysis. VII. Findings and Conclusions. ,DS141,Appellate Body report,First Compliance Phase,bed linen,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/14292/Q/WT/DS/141ABRW.pdf
854,00-1896,WT/DS138/AB/R,,United States - Imposition of Countervailing Duties on Certain Hot-Rolled Lead and Bismuth Carbon Steel Products Originating in the United Kingdom - AB-2000-1 - Report of the Appellate Body,"États-Unis - Imposition de droits compensateurs sur certains produits en acier au carbone, plomb et bismuth laminés à chaud originaires du Royaume-Uni - AB-2000-1 - Rapport de l'Organe d'appel",Estados Unidos - Establecimiento de derechos compensatorios sobre determinados productos de acero al carbono aleado con plomo y bismuto y laminado en caliente originarios del Reino Unido - AB-2000-1 - Informe del Órgano de Apelación,2000-05-10 00:00:00.000000,,22,35,34,Complete,WT,Public,Short title: US - Lead and Bismuth II. Introduction. Arguments of the participants and third participants. Preliminary procedural matter. Issues raised in this appeal. Standard of review. Articles 21 and 1.1(b) of the SCM Agreement. Findings and conclusions.,DS138,Appellate Body report,Normal Report,steel (carbon),https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/854/Q/WT/DS/138ABR.pdf
36042,02-6519,WT/DS141/RW,,European Communities - Anti-Dumping Duties on Imports of Cotton-Type Bed Linen from India - Recourse to Article 21.5 of the DSU by India - Report of the Panel ,Communautés européennes - Droits antidumping sur les importations de linge de lit en coton en provenance d'Inde - Recours de l'Inde à l'article 21:5 du Mémorandum d'accord sur le règlement des différends - Rapport du Groupe spécial,Comunidades Europeas - Derechos antidumping sobre las importaciones de ropa de cama de algodón originarias de la India - Recurso de la India al párrafo 5 del artículo 21 del ESD - Informe del Grupo Especial,2002-11-29 00:00:00.000000,,377,423,446,Complete,WT,Public,"Short title: EC - Bed Linen (Article 21.5 - India)""),  -- I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. India. B. The European Communities. IV. Arguments of the Parties. V. Arguments of the third Parties. VI. Findings. A. General issues. B. Request for preliminary rulings. C. Claims and arguments. VII. Conclusions and recommendation: ""In light of the findings above, we conclude that the EC's definitive anti-dumping measure on imports of bed linen from India, EC Regulation 1644/2001, is not inconsistent with the AD Agreement or the DSU. We therefore consider that the EC has implemented the recommendation of the original Panel, the Appellate Body, and the DSB to bring its measure into conformity with its obligations under the AD Agreement. In the light of our conclusions, we make no recommend ations under Article 19.1 of the DSU.""",DS141,Panel report,First Compliance Phase,bed linen,https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=36042&filename=Q/WT/DS/141RW-00.pdf
36042,02-6519,WT/DS141/RW,,European Communities - Anti-Dumping Duties on Imports of Cotton-Type Bed Linen from India - Recourse to Article 21.5 of the DSU by India - Report of the Panel ,Communautés européennes - Droits antidumping sur les importations de linge de lit en coton en provenance d'Inde - Recours de l'Inde à l'article 21:5 du Mémorandum d'accord sur le règlement des différends - Rapport du Groupe spécial,Comunidades Europeas - Derechos antidumping sobre las importaciones de ropa de cama de algodón originarias de la India - Recurso de la India al párrafo 5 del artículo 21 del ESD - Informe del Grupo Especial,2002-11-29 00:00:00.000000,,377,423,446,Complete,WT,Public,"Short title: EC - Bed Linen (Article 21.5 - India)""),  -- I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. India. B. The European Communities. IV. Arguments of the Parties. V. Arguments of the third Parties. VI. Findings. A. General issues. B. Request for preliminary rulings. C. Claims and arguments. VII. Conclusions and recommendation: ""In light of the findings above, we conclude that the EC's definitive anti-dumping measure on imports of bed linen from India, EC Regulation 1644/2001, is not inconsistent with the AD Agreement or the DSU. We therefore consider that the EC has implemented the recommendation of the original Panel, the Appellate Body, and the DSB to bring its measure into conformity with its obligations under the AD Agreement. In the light of our conclusions, we make no recommend ations under Article 19.1 of the DSU.""",DS141,Panel report,First Compliance Phase,bed linen,https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=36042&filename=Q/WT/DS/141RW-01.pdf
36042,02-6519,WT/DS141/RW,,European Communities - Anti-Dumping Duties on Imports of Cotton-Type Bed Linen from India - Recourse to Article 21.5 of the DSU by India - Report of the Panel ,Communautés européennes - Droits antidumping sur les importations de linge de lit en coton en provenance d'Inde - Recours de l'Inde à l'article 21:5 du Mémorandum d'accord sur le règlement des différends - Rapport du Groupe spécial,Comunidades Europeas - Derechos antidumping sobre las importaciones de ropa de cama de algodón originarias de la India - Recurso de la India al párrafo 5 del artículo 21 del ESD - Informe del Grupo Especial,2002-11-29 00:00:00.000000,,377,423,446,Complete,WT,Public,"Short title: EC - Bed Linen (Article 21.5 - India)""),  -- I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. India. B. The European Communities. IV. Arguments of the Parties. V. Arguments of the third Parties. VI. Findings. A. General issues. B. Request for preliminary rulings. C. Claims and arguments. VII. Conclusions and recommendation: ""In light of the findings above, we conclude that the EC's definitive anti-dumping measure on imports of bed linen from India, EC Regulation 1644/2001, is not inconsistent with the AD Agreement or the DSU. We therefore consider that the EC has implemented the recommendation of the original Panel, the Appellate Body, and the DSB to bring its measure into conformity with its obligations under the AD Agreement. In the light of our conclusions, we make no recommend ations under Article 19.1 of the DSU.""",DS141,Panel report,First Compliance Phase,bed linen,https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=36042&filename=Q/WT/DS/141RW-02.pdf
36042,02-6519,WT/DS141/RW,,European Communities - Anti-Dumping Duties on Imports of Cotton-Type Bed Linen from India - Recourse to Article 21.5 of the DSU by India - Report of the Panel ,Communautés européennes - Droits antidumping sur les importations de linge de lit en coton en provenance d'Inde - Recours de l'Inde à l'article 21:5 du Mémorandum d'accord sur le règlement des différends - Rapport du Groupe spécial,Comunidades Europeas - Derechos antidumping sobre las importaciones de ropa de cama de algodón originarias de la India - Recurso de la India al párrafo 5 del artículo 21 del ESD - Informe del Grupo Especial,2002-11-29 00:00:00.000000,,377,423,446,Complete,WT,Public,"Short title: EC - Bed Linen (Article 21.5 - India)""),  -- I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. India. B. The European Communities. IV. Arguments of the Parties. V. Arguments of the third Parties. VI. Findings. A. General issues. B. Request for preliminary rulings. C. Claims and arguments. VII. Conclusions and recommendation: ""In light of the findings above, we conclude that the EC's definitive anti-dumping measure on imports of bed linen from India, EC Regulation 1644/2001, is not inconsistent with the AD Agreement or the DSU. We therefore consider that the EC has implemented the recommendation of the original Panel, the Appellate Body, and the DSB to bring its measure into conformity with its obligations under the AD Agreement. In the light of our conclusions, we make no recommend ations under Article 19.1 of the DSU.""",DS141,Panel report,First Compliance Phase,bed linen,https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=36042&filename=Q/WT/DS/141RW-03.pdf
36042,02-6519,WT/DS141/RW,,European Communities - Anti-Dumping Duties on Imports of Cotton-Type Bed Linen from India - Recourse to Article 21.5 of the DSU by India - Report of the Panel ,Communautés européennes - Droits antidumping sur les importations de linge de lit en coton en provenance d'Inde - Recours de l'Inde à l'article 21:5 du Mémorandum d'accord sur le règlement des différends - Rapport du Groupe spécial,Comunidades Europeas - Derechos antidumping sobre las importaciones de ropa de cama de algodón originarias de la India - Recurso de la India al párrafo 5 del artículo 21 del ESD - Informe del Grupo Especial,2002-11-29 00:00:00.000000,,377,423,446,Complete,WT,Public,"Short title: EC - Bed Linen (Article 21.5 - India)""),  -- I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. India. B. The European Communities. IV. Arguments of the Parties. V. Arguments of the third Parties. VI. Findings. A. General issues. B. Request for preliminary rulings. C. Claims and arguments. VII. Conclusions and recommendation: ""In light of the findings above, we conclude that the EC's definitive anti-dumping measure on imports of bed linen from India, EC Regulation 1644/2001, is not inconsistent with the AD Agreement or the DSU. We therefore consider that the EC has implemented the recommendation of the original Panel, the Appellate Body, and the DSB to bring its measure into conformity with its obligations under the AD Agreement. In the light of our conclusions, we make no recommend ations under Article 19.1 of the DSU.""",DS141,Panel report,First Compliance Phase,bed linen,https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=36042&filename=Q/WT/DS/141RW-04.pdf
36042,02-6519,WT/DS141/RW,,European Communities - Anti-Dumping Duties on Imports of Cotton-Type Bed Linen from India - Recourse to Article 21.5 of the DSU by India - Report of the Panel ,Communautés européennes - Droits antidumping sur les importations de linge de lit en coton en provenance d'Inde - Recours de l'Inde à l'article 21:5 du Mémorandum d'accord sur le règlement des différends - Rapport du Groupe spécial,Comunidades Europeas - Derechos antidumping sobre las importaciones de ropa de cama de algodón originarias de la India - Recurso de la India al párrafo 5 del artículo 21 del ESD - Informe del Grupo Especial,2002-11-29 00:00:00.000000,,377,423,446,Complete,WT,Public,"Short title: EC - Bed Linen (Article 21.5 - India)""),  -- I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. India. B. The European Communities. IV. Arguments of the Parties. V. Arguments of the third Parties. VI. Findings. A. General issues. B. Request for preliminary rulings. C. Claims and arguments. VII. Conclusions and recommendation: ""In light of the findings above, we conclude that the EC's definitive anti-dumping measure on imports of bed linen from India, EC Regulation 1644/2001, is not inconsistent with the AD Agreement or the DSU. We therefore consider that the EC has implemented the recommendation of the original Panel, the Appellate Body, and the DSB to bring its measure into conformity with its obligations under the AD Agreement. In the light of our conclusions, we make no recommend ations under Article 19.1 of the DSU.""",DS141,Panel report,First Compliance Phase,bed linen,https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=36042&filename=Q/WT/DS/141RW-05.pdf
31557,01-5170,WT/DS132/AB/RW,,Mexico - Anti-Dumping Investigation of High Fructose Corn Syrup (HFCS) from the United States - Recourse to Article 21.5 of the DSU by the United States - AB-2001-5 - Report of the Appellate Body,Mexique - Enquête antidumping concernant le sirop de maïs à haute teneur en fructose (SHTF) en provenance des États-Unis - Recours des États-Unis à l'article 21:5 du Mémorandum d'accord sur le règlement des différends - AB-2001-5 - Rapport de l'Organe d'appel,"México - Investigación antidumping sobre el jarabe de maíz con alta concentración de fructosa (JMAF) procedente de los Estados Unidos - Recurso de los Estados Unidos al párrafo 5 del artículo 21 del ESD - AB-2001-5 - Informe del Órgano de Apelación
",2001-10-22 00:00:00.000000,,47,53,54,Complete,WT,Public,"Short title: Mexico - Corn Syrup. I. Introduction. II. Arguments of the participants and the third participant. A. Claims of error by Mexico - appellant. 1. The panel's treatment of alleged deficiencies in the proceedings. 2. Article 3 of the Anti-Dumping Agreement: ""threat of material injury"". 3. Article 12.7 of the DSU and Article 17.6 of the Anti-Dumping Agreement: ""reasoning of the panel"". B. Arguments of the United States - Appellee. 1. The panel's treatment of alleged deficiencies in the proceedings. 2. Article 3 of the Anti-Dumping Agreement: ""threat of material injury"". 3. Article 12.7 of the DSU and Article 17.6 of the Anti-Dumping Agreement: ""reasoning of the panel"". C. Arguments of the third participant. 1. European Communities. III. Issues raised in this appeal. IV. The panel's treatment of alleged deficiencies in the proceedings. A. Mexico's conduct before the panel and the consequences. B. The nature of Mexico's ""objections"". V. Article 3 of the Anti-Dumping Agreement: ""threat of material injury"". A. Likelihood of increased imports. B. Likely impact of imports on the domestic industry. VI. Article 12.7 of the DSU and Article 17.6 of the Anti-Dumping Agreement: ""reasoning of the panel"". A. Article 12.7 of the DSU: ""basic rationale"". 1. The panel's finding concerning Article 3.4 of the Anti-Dumping Agreement. 2. The panel's finding concerning Article 3.1 of the Anti-Dumping Agreement. B. Article 17.6(ii) of the Anti-Dumping Agreement: ""permissible interpretation"". VII. Findings and conclusions: The Appellate Body  recommends that the DSB request that Mexico bring its anti-dumping measure found in this Report, and in the Panel Report as upheld by this Report, to be inconsistent with the Anti-Dumping Agreement, into conformity with its obligations under that Agreement.",DS132,Appellate Body report,First Compliance Phase,syrups (fructose),https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/31557/Q/WT/DS/132ABRW.pdf
46367,01-3101,WT/DS132/RW,,Mexico - Anti-Dumping Investigation of High Fructose Corn Syrup (HFCS) from the United States - Recourse to Article 21.5 of the DSU by the United States - Report of the Panel,Mexique - Enquête antidumping concernant le sirop de maïs à haute teneur en fructose (SHFT) en provenance des États-Unis - Recours des États-Unis à l'article 21:5 du Mémorandum d'accord sur le règlement des différends - Rapport du Groupe spécial,México - Investigación antidumping sobre el jarabe de maíz con alta concentración de fructosa procedente de los Estados Unidos - Recurso de los Estados Unidos al párrafo 5 del artículo 21 del ESD - Informe del Grupo Especial,2001-06-22 00:00:00.000000,,88,104,102,Complete,WT,Public,"Short title: Mexico - Corn Syrup. I.Introduction and factual background. II. Findings and recommendations requested by the Parties. III. Main arguments of the parties   A. first written submission of the United States. 1. SECOFI disregarded the panel's conclusion that it made an insufficient finding of the likelihood of increased imports. 2. SECOFI did not address the DSB's rulings regarding the analysis of the likely impact of the dumped imports. 3. SECOFI did not adequately explain its analysis in critical respects.  B. First written submission of Mexico. 1. Introduction. 2. Mexico has complied with the recommendations and rulings of the Dispute Settlement Body. 3. Conclusion. C. Second written submission of the United States. 1. SECOFI's finding of likelihood of increased imports was based on conjecture rather than evidence. 2. SECOFI did not adequately analyze the likely impact of the dumped imports. 3. SECOFI did not adequately explain its analysis in critical respects. D. Second written submission of Mexico. 1. Introduction. 2. Mexico complied with the conclusions and recommendation of the panel and the Dispute Settlement Body. 3. Conclusions. E. Oral statement of the United States. 1. The restraint Agreement and Article 3.7(i). 2. Analysis of likely impact and Article 3.4. 3. Notice and Article 12. F. Oral statement of Mexico. 1. SECOFI examined the probable impact of corn syrup (HFCS) imports on the domestic industry and determined threat of injury on the basis of the industry as a whole. 2. Effects of the restraint agreement on the likelihood of substantially increased importation. 3. Mexico complied with the provisions of Articles 12.2 and 12.2.2 of the AD agreement   4. Conclusion. IV. Arguments of the Third Parties.  A. Oral statement of the European Communities   B. Joint statement of Jamaica and Mauritius. V. Interim review. VI. Findings. A. Introduction. B. Finding of Likelihood of Increased Imports. C. Analysis of likely impact of imports on the domestic industry. D. Adequacy of notice of redetermination. VII. Conclusions and recommendation. It has been concluded that Mexico's imposition of definitive anti-dumping duties on imports of HFCS from the United States on the basis of the SECOFI redetermination is inconsistent with the requirements of the AD Agreement in that Mexico's inadequate consideration of the impact of dumped imports on the domestic industry, and its inadequate consideration of the potential effect of the alleged restraint agreement in its determination of likelihood of substantially increased importation, are not consistent with the provisions of Articles 3.1, 3.4, 3.7 and 3.7(i) of the AD Agreement.  Mexico has failed to implement the recommendation of the original Panel and the DSU to bring its measure into conformity with its obligations under the AD Agreement. Under Article 3.8 of the DSU, in cases where there is infringement of the obligations assumed under a covered agreement, the action is considered prima facie to constitute a case of nullification or impairment of benefits under that agreement. Mexico has acted inconsistently with the provisions of the AD Agreement, it has nullified or impaired benefits accruing to the United States under that Agreement.
",DS132,Panel report,First Compliance Phase,syrups (fructose),https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=46367&filename=Q/WT/DS/132RW-00.pdf
46367,01-3101,WT/DS132/RW,,Mexico - Anti-Dumping Investigation of High Fructose Corn Syrup (HFCS) from the United States - Recourse to Article 21.5 of the DSU by the United States - Report of the Panel,Mexique - Enquête antidumping concernant le sirop de maïs à haute teneur en fructose (SHFT) en provenance des États-Unis - Recours des États-Unis à l'article 21:5 du Mémorandum d'accord sur le règlement des différends - Rapport du Groupe spécial,México - Investigación antidumping sobre el jarabe de maíz con alta concentración de fructosa procedente de los Estados Unidos - Recurso de los Estados Unidos al párrafo 5 del artículo 21 del ESD - Informe del Grupo Especial,2001-06-22 00:00:00.000000,,88,104,102,Complete,WT,Public,"Short title: Mexico - Corn Syrup. I.Introduction and factual background. II. Findings and recommendations requested by the Parties. III. Main arguments of the parties   A. first written submission of the United States. 1. SECOFI disregarded the panel's conclusion that it made an insufficient finding of the likelihood of increased imports. 2. SECOFI did not address the DSB's rulings regarding the analysis of the likely impact of the dumped imports. 3. SECOFI did not adequately explain its analysis in critical respects.  B. First written submission of Mexico. 1. Introduction. 2. Mexico has complied with the recommendations and rulings of the Dispute Settlement Body. 3. Conclusion. C. Second written submission of the United States. 1. SECOFI's finding of likelihood of increased imports was based on conjecture rather than evidence. 2. SECOFI did not adequately analyze the likely impact of the dumped imports. 3. SECOFI did not adequately explain its analysis in critical respects. D. Second written submission of Mexico. 1. Introduction. 2. Mexico complied with the conclusions and recommendation of the panel and the Dispute Settlement Body. 3. Conclusions. E. Oral statement of the United States. 1. The restraint Agreement and Article 3.7(i). 2. Analysis of likely impact and Article 3.4. 3. Notice and Article 12. F. Oral statement of Mexico. 1. SECOFI examined the probable impact of corn syrup (HFCS) imports on the domestic industry and determined threat of injury on the basis of the industry as a whole. 2. Effects of the restraint agreement on the likelihood of substantially increased importation. 3. Mexico complied with the provisions of Articles 12.2 and 12.2.2 of the AD agreement   4. Conclusion. IV. Arguments of the Third Parties.  A. Oral statement of the European Communities   B. Joint statement of Jamaica and Mauritius. V. Interim review. VI. Findings. A. Introduction. B. Finding of Likelihood of Increased Imports. C. Analysis of likely impact of imports on the domestic industry. D. Adequacy of notice of redetermination. VII. Conclusions and recommendation. It has been concluded that Mexico's imposition of definitive anti-dumping duties on imports of HFCS from the United States on the basis of the SECOFI redetermination is inconsistent with the requirements of the AD Agreement in that Mexico's inadequate consideration of the impact of dumped imports on the domestic industry, and its inadequate consideration of the potential effect of the alleged restraint agreement in its determination of likelihood of substantially increased importation, are not consistent with the provisions of Articles 3.1, 3.4, 3.7 and 3.7(i) of the AD Agreement.  Mexico has failed to implement the recommendation of the original Panel and the DSU to bring its measure into conformity with its obligations under the AD Agreement. Under Article 3.8 of the DSU, in cases where there is infringement of the obligations assumed under a covered agreement, the action is considered prima facie to constitute a case of nullification or impairment of benefits under that agreement. Mexico has acted inconsistently with the provisions of the AD Agreement, it has nullified or impaired benefits accruing to the United States under that Agreement.
",DS132,Panel report,First Compliance Phase,syrups (fructose),https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=46367&filename=Q/WT/DS/132RW-01.pdf
65437,01-6327,WT/DS146/R ; WT/DS175/R,,India - Measures Affecting the Automotive Sector - Report of the Panel,Inde - Mesures concernant le secteur automobile - Rapport du Groupe spécial,India - Medidas que afectan al sector del automóvil - Informe del Grupo Especial,2001-12-21 00:00:00.000000,,191,214,233,Complete,WT,Public,"Short title: India - Autos.
Recommendations: In accordance with the terms of Article 3.8 of the DSU, the Panel notes that the violations by India of its obligations under the GATT 1994 is considered prima facie to constitute a case of nullification and impairment of benefits under that Agreement, and that this has not been rebutted. 
The Panel consequently recommends that the DSB request India to bring its measures into conformity with its obligations under the WTO Agreements.
",DS146,Panel report,Normal Report,motor vehicles,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/65437/Q/WT/DS/175R.pdf
65437,01-6327,WT/DS146/R ; WT/DS175/R,,India - Measures Affecting the Automotive Sector - Report of the Panel,Inde - Mesures concernant le secteur automobile - Rapport du Groupe spécial,India - Medidas que afectan al sector del automóvil - Informe del Grupo Especial,2001-12-21 00:00:00.000000,,191,214,233,Complete,WT,Public,"Short title: India - Autos.
Recommendations: In accordance with the terms of Article 3.8 of the DSU, the Panel notes that the violations by India of its obligations under the GATT 1994 is considered prima facie to constitute a case of nullification and impairment of benefits under that Agreement, and that this has not been rebutted. 
The Panel consequently recommends that the DSB request India to bring its measures into conformity with its obligations under the WTO Agreements.
",DS175,Panel report,Normal Report,motor vehicles,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/65437/Q/WT/DS/175R.pdf
65437,01-6327,WT/DS146/R ; WT/DS175/R,,India - Measures Affecting the Automotive Sector - Report of the Panel,Inde - Mesures concernant le secteur automobile - Rapport du Groupe spécial,India - Medidas que afectan al sector del automóvil - Informe del Grupo Especial,2001-12-21 00:00:00.000000,,191,214,233,Complete,WT,Public,"Short title: India - Autos.
Recommendations: In accordance with the terms of Article 3.8 of the DSU, the Panel notes that the violations by India of its obligations under the GATT 1994 is considered prima facie to constitute a case of nullification and impairment of benefits under that Agreement, and that this has not been rebutted. 
The Panel consequently recommends that the DSB request India to bring its measures into conformity with its obligations under the WTO Agreements.
",DS146,Panel report,Normal Report,components (motor vehicles),https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/65437/Q/WT/DS/175R.pdf
